target,segment,samples,sites,MAE_transformed,baseline_MAE_transformed,improvement_percent,source_MAE,source_bias,events,caught,missed,false_flags,recall,precision,small_sample
alkalinity,5303382,2,1,0.1572921720738747,0.31040742362168094,49.327187398204885,9.904890816154413,9.904890816154413,0,0,0,0,,,True
alkalinity,5303383,11,1,0.080624847374275,0.09554563323970741,15.616397484120233,6.130117135642764,-0.26218470216308015,0,0,0,0,,,True
alkalinity,5303384,11,1,0.06712576826075493,0.1278931601395913,47.514184349273016,4.964310885127625,-1.2149393867568443,0,0,0,0,,,True
alkalinity,5303386,4,1,0.11482278778911637,0.09363513079906638,-22.62789276763764,11.087209229495723,-11.087209229495723,0,0,0,0,,,True
alkalinity,5303387,9,1,0.12762374623992645,0.19734239627730876,35.328774430919815,14.55181566481364,-5.16924203154322,4,4,0,3,1.0,0.5714285714285714,True
alkalinity,5303391,20,1,0.10804530704190696,0.1413740653306909,23.57487436668387,10.443179619325116,-2.5920596223846415,2,0,2,5,0.0,0.0,False
alkalinity,5303392,26,1,0.13840182046971133,0.19079731016644658,27.461335618949132,13.468764400079955,-8.06431158270856,9,7,2,2,0.7777777777777778,0.7777777777777778,False
alkalinity,5303393,27,1,0.15464918385614126,0.13982020647897672,-10.605747016540287,15.432435164011318,-5.018156845584319,4,2,2,8,0.5,0.2,False
alkalinity,5303394,23,1,0.3172020002029091,0.28818999227124215,-10.066972729698781,53.322644523821666,-48.80393883811508,6,6,0,9,1.0,0.4,False
alkalinity,5303395,22,1,0.08406638800968819,0.07132823190056058,-17.858505348746068,8.32312708393978,-4.987138355125311,0,0,0,0,,,False
alkalinity,5303396,15,1,0.08156241377658428,0.08465824603769191,3.6568584940081186,8.347525616727305,-4.57437391635764,0,0,0,5,,0.0,True
alkalinity,5303397,25,1,0.2039015848779982,0.1999812652122056,-1.960343465990494,20.690234683382233,-5.429622266958691,11,9,2,10,0.8181818181818182,0.47368421052631576,False
alkalinity,5303398,18,1,0.2996781865093723,0.25987347876813327,-15.316956516657067,42.04927902936727,-32.372275109395844,3,1,2,5,0.3333333333333333,0.16666666666666666,True
alkalinity,5306101,7,1,0.22197378776010376,0.26762115896014754,17.05671232327385,14.839577753457636,-9.05602020704391,1,1,0,4,1.0,0.2,True
alkalinity,5306103,14,1,0.10081340127179304,0.15332470571180895,34.24842995538946,8.646188208137428,-5.685932208963097,0,0,0,2,,0.0,True
conductivity,241118180336,8,1,0.1313953193412143,0.055117583484542876,-138.3909290545415,31.99396925844228,-28.22424229766221,0,0,0,0,,,True
conductivity,241118181240,8,1,0.17802102694737543,0.13291437453369548,-33.93662466676608,40.697821560778515,-17.656400382771807,0,0,0,0,,,True
conductivity,241118181609,11,1,0.16851480688564974,0.14109931185437977,-19.42992823350115,29.97549188850924,2.5529226208798885,1,0,1,0,0.0,,True
conductivity,241118181741,9,1,0.27363278798782237,0.29720582791174954,7.9315537281209725,48.15996668877642,-13.578669622335557,1,0,1,0,0.0,,True
conductivity,241118181852,5,1,0.1661405563250547,0.18040442560926273,7.906607188840307,32.268410243610134,-0.46995613107459916,0,0,0,0,,,True
conductivity,241118182046,3,1,0.12822723350694018,0.09310793867281042,-37.71890489117377,28.832219400044483,-28.832219400044483,0,0,0,0,,,True
conductivity,241118182150,9,1,0.09306835809440904,0.0562139730444032,-65.56089714721767,23.7408615732028,-17.198432278321135,0,0,0,0,,,True
conductivity,241118182245,5,1,0.04913925272788973,0.02953929361548724,-66.35215915294052,12.670934489447706,-12.670934489447706,0,0,0,0,,,True
conductivity,241118182407,5,1,0.06595297558231153,0.04727946527312099,-39.49602687195931,17.524813502958104,-17.424531749464006,0,0,0,0,,,True
conductivity,241118182520,6,1,0.09463228771868515,0.05505881919611966,-71.87489506740908,23.663414908903267,-20.008635713612453,0,0,0,0,,,True
conductivity,241118182616,9,1,0.11362243242660616,0.1657968821966534,31.468896808422837,20.408672856700107,3.9950605177078353,1,0,1,0,0.0,,True
conductivity,241118183206,13,1,0.11022967021432187,0.16563457544589713,33.4500843694152,19.43420052399297,-0.42812803618590706,1,0,1,0,0.0,,True
conductivity,241118183308,12,1,0.1153144612793775,0.16067666630445432,28.23198045391565,20.475533033278577,-1.7672329065671424,1,0,1,0,0.0,,True
conductivity,241118183404,12,1,0.10029501861492902,0.11588229803538597,13.450958157299565,19.882705375114675,-8.824813400411374,0,0,0,0,,,True
conductivity,241118183501,9,1,0.11054183947281368,0.09643001627342754,-14.634264044270234,23.46025044691812,-22.65242754568338,0,0,0,0,,,True
conductivity,241118183629,7,1,0.11932462145342283,0.1040278280424692,-14.704520606456134,27.066132963173537,-22.59065687416182,0,0,0,0,,,True
conductivity,251204213047,2,1,0.843409857208155,0.8173530737128072,-3.1879470859497063,82.76110623981049,82.76110623981049,1,0,1,0,0.0,,True
conductivity,251221144813,4,1,0.3514830493585288,0.36148659854872345,2.7673361143556465,85.67346472723196,-32.96805239998584,2,0,2,0,0.0,,True
conductivity,251221145854,4,1,0.16092809453839618,0.17220953137384698,6.550994445806895,29.03914445738654,28.225026674975936,0,0,0,0,,,True
conductivity,251221150008,2,1,0.4419598861444509,0.608649357804401,27.38678181823012,113.47489344873155,-113.47489344873155,2,0,2,0,0.0,,True
conductivity,251221150232,4,1,0.3315412167409686,0.41186021116456306,19.501518293424603,68.03802349570083,-21.277862488761947,2,0,2,0,0.0,,True
conductivity,251221150343,4,1,0.45054677380909314,0.41408524542330793,-8.805319385024594,139.87918190786883,-99.26572458414887,3,0,3,0,0.0,,True
conductivity,251221150501,4,1,0.2671611957249438,0.25564223964413335,-4.505889205494912,40.97759794882939,24.10538220403661,1,0,1,0,0.0,,True
conductivity,251221150928,4,1,0.26174204110929034,0.28735311202930514,8.912752236837758,53.873485790314334,7.584865802845002,1,0,1,0,0.0,,True
conductivity,251221151218,2,1,0.17514690123058374,0.08385419114663462,-108.87077775791418,35.03300892695579,-9.377306544025387,0,0,0,0,,,True
conductivity,251221153641,1,1,0.31397472921918457,0.09666611221546084,-224.8033069948656,54.443019265023366,54.443019265023366,0,0,0,0,,,True
conductivity,251221153821,1,1,0.37278196050469425,0.0332881676167025,-1019.8632643199294,63.47337064678936,63.47337064678936,0,0,0,0,,,True
conductivity,251221153909,1,1,0.2507312149076011,0.16519459200115438,-51.7793118226588,44.53997613388847,44.53997613388847,0,0,0,0,,,True
